"","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","ActivityDepthHeightMeasure.MeasureValue","MonitoringLocationIdentifier","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure"
"1486",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1487",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1488",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1489",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1490",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1491",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1492",2017-08-24,"13:01:00","","",0.5,"USGS-10147100",NA,NA
"1493",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1494",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1495",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1496",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1497",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1498",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1499",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1500",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1501",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1502",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1503",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1504",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1505",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1506",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1507",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1508",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1509",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1510",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1511",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1512",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1513",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1514",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1515",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1516",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1517",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1518",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1519",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1520",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1521",2017-08-23,"14:15:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1522",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1523",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1524",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1525",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1526",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1527",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1528",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1529",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1530",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1531",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1532",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1533",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1534",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1535",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1536",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1537",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1538",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1539",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1540",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1541",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1542",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1543",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1544",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1545",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1546",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1547",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1548",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1549",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1550",2017-08-23,"13:57:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1551",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1552",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1553",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1554",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1555",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1556",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1557",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1558",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1559",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1560",2017-08-23,"13:45:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1561",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1562",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1563",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1564",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1565",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1566",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1567",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1568",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1569",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1570",2017-08-23,"13:32:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1571",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1572",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1573",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1574",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1575",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1576",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1577",2017-08-16,"15:03:00","","",NA,"USGS-10166430",NA,NA
"1578",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1579",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1580",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1581",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1582",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1583",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1584",2017-08-15,"8:31:00","","",NA,"USGS-09312600",NA,NA
"1585",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1586",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1587",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1588",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1589",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1590",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1591",2017-08-03,"12:29:00","","",1,"USGS-10163000",NA,NA
"1592",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1593",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1594",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1595",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1596",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1597",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1598",2017-07-26,"10:12:00","","",0.5,"USGS-10149400",NA,NA
"1599",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1600",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1601",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1602",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1603",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1604",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1605",2017-07-26,"12:19:00","","",0.5,"USGS-10150500",NA,NA
"1606",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1607",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1608",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1609",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1610",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1611",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1612",2017-07-26,"14:46:00","","",1,"USGS-10153100",NA,NA
"1613",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1614",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1615",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1616",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1617",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1618",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1619",2017-07-19,"12:25:00","","",1,"USGS-10149000",NA,NA
"1620",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1621",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1622",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1623",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1624",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1625",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1626",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1627",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1628",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1629",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1630",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1631",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1632",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1633",2017-07-19,"14:23:00","","",NA,"UTAHDWQ_WQX-4996780",40.32634338,-111.642149
"1634",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1635",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1636",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1637",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1638",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1639",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1640",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1641",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1642",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1643",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1644",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1645",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1646",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1647",2017-07-19,"14:08:00","","",NA,"UTAHDWQ_WQX-4996810",40.34772865,-111.5902004
"1648",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1649",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1650",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1651",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1652",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1653",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1654",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1655",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1656",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1657",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1658",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1659",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1660",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1661",2017-07-19,"13:53:00","","",NA,"UTAHDWQ_WQX-4996830",40.35273002,-111.5701898
"1662",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1663",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1664",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1665",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1666",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1667",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1668",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1669",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1670",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1671",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1672",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1673",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1674",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1675",2017-07-19,"13:42:00","","",NA,"UTAHDWQ_WQX-4996850",40.36439878,-111.5568613
"1676",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1677",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1678",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1679",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1680",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1681",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1682",2017-07-18,"11:10:00","","",1,"USGS-10164500",NA,NA
"1683",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1684",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1685",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1686",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1687",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1688",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1689",2017-07-07,"11:14:00","","",0.5,"USGS-10147100",NA,NA
"1690",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1691",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1692",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1693",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1694",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1695",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1696",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1697",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1698",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1699",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1700",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1701",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1702",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1703",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1704",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1705",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1706",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1707",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1708",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1709",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1710",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1711",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1712",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1713",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1714",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1715",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1716",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1717",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1718",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1719",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1720",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1721",2017-07-07,"9:10:00","","",NA,"USGS-401600112023401",NA,NA
"1722",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1723",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1724",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1725",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1726",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1727",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1728",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1729",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1730",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1731",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1732",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1733",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1734",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1735",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1736",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1737",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1738",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1739",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1740",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1741",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1742",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1743",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1744",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1745",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1746",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1747",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1748",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1749",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1750",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1751",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1752",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1753",2017-07-07,"10:40:00","","",NA,"USGS-401702111594001",NA,NA
"1754",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1755",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1756",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1757",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1758",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1759",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1760",2017-07-06,"13:36:00","","",NA,"USGS-09312600",NA,NA
"1761",2017-06-29,"8:58:00","","",NA,"UTAHDWQ_WQX-4995640",40.02690407,-111.5040762
"1762",2017-06-29,"8:58:00","","",NA,"UTAHDWQ_WQX-4995640",40.02690407,-111.5040762
"1763",2017-06-29,"8:58:00","","",NA,"UTAHDWQ_WQX-4995640",40.02690407,-111.5040762
"1764",2017-06-29,"9:22:00","","",NA,"UTAHDWQ_WQX-4995670",40.0812008,-111.363283
"1765",2017-06-29,"9:22:00","","",NA,"UTAHDWQ_WQX-4995670",40.0812008,-111.363283
"1766",2017-06-29,"9:22:00","","",NA,"UTAHDWQ_WQX-4995670",40.0812008,-111.363283
"1767",2017-06-29,"9:23:00","","",NA,"UTAHDWQ_WQX-4995690",40.07624383,-111.3833704
"1768",2017-06-29,"9:23:00","","",NA,"UTAHDWQ_WQX-4995690",40.07624383,-111.3833704
"1769",2017-06-29,"9:23:00","","",NA,"UTAHDWQ_WQX-4995690",40.07624383,-111.3833704
"1770",2017-06-29,"11:47:00","","",NA,"UTAHDWQ_WQX-4995700",40.11718122,-111.3121212
"1771",2017-06-29,"11:36:00","","",NA,"UTAHDWQ_WQX-4995720",40.11773155,-111.3151749
"1772",2017-06-29,"11:36:00","","",NA,"UTAHDWQ_WQX-4995720",40.11773155,-111.3151749
"1773",2017-06-29,"11:36:00","","",NA,"UTAHDWQ_WQX-4995720",40.11773155,-111.3151749
"1774",2017-06-29,"10:30:00","","",NA,"UTAHDWQ_WQX-4995780",40.16107186,-111.2507314
"1775",2017-06-29,"10:30:00","","",NA,"UTAHDWQ_WQX-4995780",40.16107186,-111.2507314
"1776",2017-06-29,"10:30:00","","",NA,"UTAHDWQ_WQX-4995780",40.16107186,-111.2507314
"1777",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1778",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1779",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1780",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1781",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1782",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1783",2017-06-28,"14:53:00","","",0.5,"USGS-10163000",NA,NA
"1784",2017-06-28,"11:44:00","","",NA,"USGS-395340111590001",NA,NA
